;Name;Overview;Platform;Year_of_Release;Genre;Publisher;Global_players;Critic_Score;User_Score;Developer;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
53;Sonic Rush;Sonic Rush es el primer videojuego de la mascota de SEGA para Nintendo DS. aunque bajo el desarrollo del mismo se encuentra el estudio Dimps.;DS;2005.0;Platform;Sega;3.12;82.0;8.5;Dimps Corporation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
54;Personal Trainer: Cooking;"Cooking Guide: Can't Decide What to Eat?. released in North America as Personal Trainer: Cooking. is a digital cookbook for the Nintendo DS.
 Release: EU: June 20. 2008; ‎AU‎: July 3. 2008;";DS;2006.0;Misc;Nintendo;3.11;81.0;7.8;Indies Zero;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
55;The Legend of Zelda: A Link Between Worlds;El juego comienza con Link. un joven aprendiz de herrero que habita en Hyrule. Un día tiene una pesadilla en la que un objeto triangular es destruido frente a;3DS;2013.0;Action;Nintendo;3.1;91.0;8.9;Nintendo;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
56;Mass Effect 2;Fueron la segunda especie que llegó a la Ciudadela y que la creó el Consejo junto a las asari. Son famosos por su don para la tecnología. la información y el;X360;2010.0;Role-Playing;Electronic Arts;3.1;96.0;8.9;BioWare;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
57;Madden NFL 2002;Madden NFL 02 es un videojuego de fútbol americano. que fue lanzado el 12 de septiembre de 2001. Fue el último juego de la serie ''Madden NFL'' en ser;PS2;2001.0;Sports;Electronic Arts;3.08;94.0;7.9;EA Sports;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
58;Animal Crossing: Happy Home Designer;Animal Crossing: Happy Home Designer (どうぶつの森：ハッピーホームデザイナー. Dōbutsu no Mori: Happī Hōmu Dezainā) es un videojuego de simulación de;3DS;2015.0;Simulation;Nintendo;3.05;66.0;6.9;Nintendo;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
59;The Sims 4;Los Sims™ 4 · Galería · Descripción · Se puede jugar en · Funcionalidades · Ediciones que contienen este elemento · Complementos para este juego · A los usuarios;PC;2014.0;Simulation;Electronic Arts;3.05;70.0;3.9;Maxis;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;T
60;Borderlands 2;Dynamic Co-op online. and LAN: Share your adventures with friends both online and via LAN. Borderlands 2 features a seamless system enabling you to drop in and;X360;2012.0;Shooter;Take-Two Interactive;3.05;89.0;8.2;Gearbox Software;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;M
61;Mass Effect 3;Mass Effect 3 es el nombre del videojuego de rol de acción desarrollado por BioWare y publicado por Electronic Arts que es el tercero y último de la;X360;2012.0;Role-Playing;Electronic Arts;3.04;93.0;5.8;BioWare;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
62;Devil May Cry;Devil May Cry (デビル メイ クライ. Debiru Mei Kurai. comúnmente abreviado como DMC) es un · La historia transcurre en la isla ficticia de Mallet y se centra en;PS2;2001.0;Action;Capcom;2.99;94.0;8.5;Capcom;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;M
63;Sonic Heroes;Sonic Heroes es un videojuego de las serie de Sonic the Hedgehog. Es el primer juego multiplataforma en los juegos de Sonic. siendo lanzado para la Nintendo;PS2;2003.0;Platform;Sega;2.96;64.0;7.8;Sonic Team;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
64;Hitman 2: Silent Assassin;Hitman 2: Silent Assassin es un videojuego de acción en tercera persona y sigilo desarrollado por la compañía IO Interactive y publicado por Eidos;PS2;2002.0;Action;Eidos Interactive;2.96;85.0;7.8;Io Interactive;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;M
65;Mass Effect;“Mass Effect”[editar];X360;2007.0;Role-Playing;Microsoft Game Studios;2.91;91.0;8.7;BioWare;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
66;Sonic Mega Collection Plus;Sonic Mega Collection es una compilación de videojuegos de SEGA. lanzado en el último trimestre del 2002 para los sistemas de entretenimiento informático;PS2;2004.0;Misc;Sega;2.9;73.0;8.6;Sonic Team;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
67;Mortal Kombat;Mortal Kombat (comúnmente abreviado MK) es una franquicia de videojuego de lucha creada por Ed Boon y John Tobias en 1992. Las cuatro primeras entregas;PS3;2011.0;Fighting;Warner Bros. Interactive Entertainment;2.84;84.0;8.4;NetherRealm Studios;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;M
68;BioShock;BioShock es un Videojuego de disparos en primera persona con personalizaciones de juegos de rol. elementos de juego de sigilo y fragmentos de survival horror lo;X360;2007.0;Shooter;Take-Two Interactive;2.83;96.0;8.9;Irrational Games;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;M
69;inFAMOUS: Second Son;"Rodeados por una sociedad que les teme. los superhumanos son cazados sin compasión y enjaulados por el Departamento de Protección Unificada DUP.
 USD 9.99 · ‎Disponible";PS4;2014.0;Action;Sony Computer Entertainment;2.79;80.0;7.9;Sucker Punch;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
70;Jak II;Jak II. o Jak II: El Renegado en Europa. es un videojuego de plataformas y ciencia ficción desarrollado por Naughty Dog. Estrenado para PlayStation 2 el 14;PS2;2003.0;Platform;Sony Computer Entertainment;2.78;87.0;8.2;Naughty Dog;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;T
71;Need for Speed: Hot Pursuit;Need for Speed: Hot Pursuit es el nombre de la decimocuarta entrega de la saga Need for Speed. Es un juego de carreras de 2010 desarrollado por Criterion;PS3;2010.0;Racing;Electronic Arts;2.78;89.0;7.2;Criterion Games;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
72;The Sims;Los Sims es un · Los Sims es el primer videojuego de este · El juego consiste en crear personajes llamados Sims y satisfacer sus necesidades. concretar sus;PS2;2003.0;Simulation;Electronic Arts;2.77;83.0;7.7;Edge of Reality;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;T
73;Saints Row: The Third;Take a tank skydiving. call in a satellite-targeted airstrike on a Mexican wrestling gang. and defend yourself against a highly-trained military force using;X360;2011.0;Action;THQ;2.76;84.0;7.6;Volition Inc.;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;M
74;Sonic and the Secret Rings;Sonic y los Anillos Secretos. en inglés Sonic and the Secret Rings (ソニックと秘密のリング. Sonikku a Himitsu no Ringu). es un videojuego desarrollado por;Wii;2007.0;Platform;Sega;2.73;69.0;6.6;Sonic Team;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
75;Onimusha: Warlords;Onimusha (鬼武者. Onimusha) Conocido en Occidente como Onimusha: Warlords (Guerrero Demonio: Señores de Guerra) es un videojuego de acción de Capcom;PS2;2001.0;Action;Virgin Interactive;2.7;86.0;8.2;Capcom;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
76;Professor Layton and the Last Specter;Al final de mayo de 2011. Level-5 registró en los Estados Unidos la marca de Professor Layton and the Last Specter. y el juego fue presentado oficialmente;DS;2009.0;Puzzle;Nintendo;2.67;83.0;8.7;Level 5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
77;Final Fantasy XIII-2;Final Fantasy XIII-2 (ファイナルファンタジーXIII-2. Fainaru Fantajī Sātīn tsu) es un videojuego de rol desarrollado y editado por Square Enix para las;PS3;2011.0;Role-Playing;Square Enix;2.63;79.0;6.6;Square Enix;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;M
78;Harry Potter and the Chamber of Secrets;Harry Potter y la cámara secreta (título original en inglés. Harry Potter and the Chamber of Secrets) es una película de género fantástico. dirigida por;PS2;2002.0;Action;Electronic Arts;2.61;71.0;7.6;Electronic Arts;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;M
79;God of War Collection;God of War: Collection es una compilación de videojuegos para PlayStation 3 que incluye los videojuegos God of War. God of War II y una demo de God of War;PS3;2009.0;Action;Sony Computer Entertainment;2.6;91.0;8.7;Bluepoint Games;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;M
80;NBA Live 2005;"NBA Live 2005 is the 2004 installment of the NBA Live video games series. The cover features Carmelo Anthony as a member of the Denver Nuggets.
 Mode(s): Single-player. ‎Multiplayer‎
 Platform(s): PlayStation 2. ‎Xbox‎ ‎GameCube‎.";PS2;2004.0;Sports;Electronic Arts;2.59;84.0;8.1;EA Canada;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
81;Sonic Adventure 2 Battle;Sonic Adventure 2: Battle es un videojuego producido por Sonic Team y distribuido por Sega para la videoconsola Game Cube. El título es una reedición;GC;2001.0;Platform;Sega;2.56;73.0;8.3;Sonic Team;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
82;Pure;pronunciación (?·i) que significa purificado o refinado) es una técnica culinaria que consiste en machacar o triturar un alimento cocido. de tal forma que;X360;2008.0;Racing;Disney Interactive Studios;2.47;85.0;7.7;Black Rock Studio;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
83;Half-Life 2;"Es el videojuego en modalidad arcade que salió al mercado el 28 de junio de 2006 en un sistema Taito Type X+ con una pantalla LCD de 32"" de alta definición.";PC;2004.0;Shooter;Vivendi Games;2.37;96.0;9.1;Valve Software;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
84;The Incredibles;"The Incredibles is a 2004 American computer-animated superhero film produced by Pixar Animation Studios and released by Walt Disney Pictures.
 Release date: October 24. 2004 (El Capitan T";PS2;2004.0;Action;THQ;2.37;62.0;7.6;Heavy Iron Studios;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
85;Kinect Sports: Season Two;"Kinect Sports: Season Two. also known as Kinect Sports 2. is a sequel to Kinect Sports co-developed by Rare and BigPark. and published by Microsoft Studios.
 Mode(s): Single player. ‎Multiplayer‎
 Release: NA: 25 October 2011; ‎AU‎: 27 October";X360;2011.0;Sports;Microsoft Game Studios;2.34;66.0;6.5;Rare Ltd.;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
86;James Bond 007: Everything or Nothing;James Bond 007: Everything or Nothing es un videojuego de James Bond protagonizado por Pierce Brosnan. Willem Dafoe. Shannon Elizabeth. Heidi Klum.;PS2;2004.0;Shooter;Electronic Arts;2.31;84.0;9.1;EA Redwood Shores;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
87;Sonic's Ultimate Genesis Collection;Sega Mega Drive Ultimate Collection. conocido también en los Estados Unidos como Sonic's Ultimate Genesis Collection. es un videojuego disponible para las;PS3;2009.0;Misc;Sega;2.26;80.0;8.6;Backbone Entertainment;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
88;Onimusha 2: Samurai's Destiny;Onimusha 2: Samurai's Destiny. lanzado en Japón como Onimusha 2 (鬼武者2 Onimusha Tsū). es un juego de acción y aventura desarrollado y lanzado por Capcom;PS2;2002.0;Adventure;Capcom;2.25;84.0;9.0;Capcom;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
89;God of War: Ascension;"God of War: Ascension es la séptima entrega de la saga de videojuegos God of War. la cual fue lanzada para PlayStation 3 el 12 de marzo de 2013 en América.
 Modos de juego: Un jugador. multijugador ‎
 Última versión: 1.12
 Director(es): Todd Papy
 Motor: Motor de God of War III modificado
 ‎Argumento · ‎Gameplay · ‎Desarrollo · ‎Recepción";PS3;2013.0;Action;Sony Computer Entertainment;2.25;80.0;7.5;SCE Santa Monica;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;M
90;Sonic Advance;Sonic Advance es un videojuego desarrollado por Sega en 2001 para el sistema de entretenimiento informático Game Boy Advance. y posteriormente convertido;GBA;2001.0;Platform;Sega;2.24;87.0;8.1;Sonic Team;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
91;Super Monkey Ball: Banana Blitz;"Super Monkey Ball: Banana Blitz is a platform game. the seventh title in the Super Monkey Ball series. following Super Monkey Ball Adventure.
 Composer(s): Yasushi Asada
 Director(s): Toshihiro Nagoshi
 Mode(s): Multiplayer; ‎single-player‎
 Artist(s): Saizo Nagai
 Gameplay
 Plot
 Reception
 Remake
 External links
 1 de 5
 The game spans a total of 100 main game levels. and 50 mini-games that each use the controller in a different way (e.g. ""Monkey Darts"" has players simulate the action of throwing a dart using the Wii";Wii;2006.0;Misc;Sega;2.24;74.0;5.7;Sega;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;ET
92;Spyro: Season of Ice;"Spyro: Season of Ice is a platform game developed by Digital Eclipse and published by Universal Interactive Studios for the Game Boy Advance.
 Composer(s): Robert Baffy; Ed Cosico
 Release: NA: November 7. 2001; ‎EU‎: November";GBA;2001.0;Platform;Vivendi Games;2.23;74.0;8.0;Digital Eclipse;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
93;Dissidia: Final Fantasy;Dissidia: Final Fantasy (ディシディア ファイナルファンタジー. Dishidia Fainaru Fantajī) es un videojuego de acción desarrollado por Square Enix para la;PSP;2008.0;Fighting;Square Enix;2.23;79.0;8.0;Square Enix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
94;Prince of Persia: The Sands of Time;Prince of Persia: Las Arenas del Tiempo es un videojuego desarrollado por Ubisoft. Este juego inaugura la exitosa serie homónima. cuyas continuaciones son;PS2;2003.0;Action;Ubisoft;2.22;92.0;8.8;Ubisoft;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
95;LEGO Marvel Super Heroes;LEGO Marvel Super Heroes es un videojuego de acción-aventura de 2013 desarrollado por TT Games y publicado por Warner Bros. Interactive Entertainment para;X360;2013.0;Action;Warner Bros. Interactive Entertainment;2.22;80.0;7.6;TT Games;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
96;Tom Clancy's Rainbow Six: Siege;"Tom Clancy's Rainbow Six Siege is the latest installment of the acclaimed first-person shooter franchise developed by the renowned Ubisoft Montreal studio.
 USD 7.99";PS4;2015.0;Shooter;Ubisoft;2.21;73.0;7.3;Ubisoft Montreal;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;M
97;Saints Row;Saints Row es un videojuego de acción-aventura. fue desarrollado por Volition. Inc. y publicado por THQ. El juego tiene gran parecido con las exitosas;X360;2006.0;Action;THQ;2.18;81.0;7.5;Volition Inc.;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;M
98;Scribblenauts;19 nov 2012 — Acerca de este juego. Vuelve la galardonada franquicia superventas. ahora para PC. ¡y más grande que nunca! Adéntrate en un mundo abierto en;DS;2009.0;Puzzle;Warner Bros. Interactive Entertainment;2.16;79.0;7.6;5TH Cell;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
99;Sonic Unleashed;Sonic dispondrá de nuevas habilidades tales como derrapar y un deslizamiento lateral. Cuando se hace de noche. Sonic se transformará en un erizo-lobo y la;Wii;2008.0;Platform;Sega;2.16;66.0;7.3;Sonic Team;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
100;Overwatch;Overwatch se caracteriza por tener combates en equipo en los que se enfrentan dos equipos de seis jugadores cada uno.;PS4;2016.0;Shooter;Activision;2.14;90.0;6.1;Blizzard Entertainment;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;T
101;Your Shape featuring Jenny McCarthy;"The U.S. release of the game would feature an endorsement and appearances by model and comedian Jenny McCarthy. appearing as its in-game ""workout buddy"" to";Wii;2009.0;Sports;Ubisoft;2.12;62.0;5.2;Ubisoft;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
102;Dying Light;First-person action survival game set in a post-apocalyptic open world overrun by flesh-hungry zombies. Roam a city devastated by a mysterious virus;PS4;2015.0;Action;Warner Bros. Interactive Entertainment;2.09;74.0;7.9;Techland;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;M
103;Dead Rising;Dead Rising (デッドライジング Deddo Raijingu) es un videojuego de acción-aventura. mundo abierto y horror de supervivencia desarrollado por Capcom y;X360;2006.0;Action;Capcom;2.08;85.0;7.6;Capcom;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;M
104;Sonic Mega Collection;Sonic Mega Collection es una compilación de videojuegos de SEGA. lanzado en el último trimestre del 2002 para los sistemas de entretenimiento informático;GC;2002.0;Misc;Infogrames;2.05;75.0;8.8;Sonic Team;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
105;Peter Jackson's King Kong: The Official Game of the Movie;Peter Jackson's King Kong: The Official Game Of The Movie es un videojuego multiplataformas basado en el film King Kong. Es una colaboración entre el;PS2;2005.0;Action;Ubisoft;2.04;82.0;8.2;Ubisoft Montpellier;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
106;NBA Live 2004;NBA Live 2004 is the 2004 installment of the NBA Live video games series. The cover features Vince Carter as a member of the Toronto Raptors and in Spain;PS2;2003.0;Sports;Electronic Arts;2.03;86.0;7.7;EA Sports;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
